video_id,title,published_at,views,likes,comments,tags,channel_id,duration_seconds
KhORHy58Q-s,Connecting Git to GitHub,2025-09-30T12:00:40Z,156,19,2,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,186
Am3TErrQpNs,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-09-25T14:10:51Z,2540,110,3,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,4109
_uKv_vxu398,Branching and Merging in Git,2025-09-23T12:01:14Z,1494,47,2,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,361
36Uw2DZGIvQ,Communication is very important,2025-09-19T12:25:58Z,3957,149,10,[],UC7cs8q-gJRlGwj4A8OmCmXg,44
--UrhIxxKFU,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-09-18T14:14:32Z,2567,130,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,4027
zouVqtlHRHw,Reverting Back to a Previous Commit in Git,2025-09-16T12:01:54Z,1611,47,2,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,431
ggPljOKc_C4,Why you’re not getting Interviews,2025-09-12T11:41:07Z,6148,213,4,[],UC7cs8q-gJRlGwj4A8OmCmXg,51
XBhhfz0CUJY,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-09-12T06:55:47Z,2990,114,10,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,3941
SwtL-6w-B5c,Basics of Git and using VS Code with Git,2025-09-09T12:00:50Z,3057,117,2,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,964
6KGQpUg-y_8,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-09-04T14:07:30Z,2839,132,7,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,3796
wDRoduig_98,Installing and Setting up Git and GitHub,2025-09-02T12:01:51Z,5806,178,10,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,434
Rcpidz-jnZQ,SQL is King,2025-08-27T11:05:28Z,12715,535,19,[],UC7cs8q-gJRlGwj4A8OmCmXg,45
QzvA7r-WndM,What is Git and GitHub?,2025-08-26T12:00:54Z,10874,422,17,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,512
yhlqKsYpzgE,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-08-21T14:09:29Z,3283,129,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,3673
kk5zEOQzTmQ,Data Visualization and Presentation in R | R for Data Analytics Series,2025-08-19T12:01:22Z,3411,94,13,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,1264
TP2OJuZhbIQ,Things I Learned as a Data Analyst p1,2025-08-15T11:46:04Z,9528,336,14,[],UC7cs8q-gJRlGwj4A8OmCmXg,38
Mi8st3hyMH8,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-08-14T14:18:24Z,2998,113,8,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,3967
vAKs1-EEJ38,How to Remove Duplicates in an R Dataframe | R for Data Analytics Series,2025-08-12T12:01:49Z,2149,67,3,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,488
-Z2KjOUcvTA,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-08-07T14:31:54Z,3186,114,19,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,3944
v5jasYkmwZI,Standardizing and Parsing Dates in R  using Lubridate | R for Data Analytics Series,2025-08-05T12:01:44Z,1773,44,6,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,506
kqhJff8ruKw,Traditional applying to jobs is dead.,2025-08-01T12:53:29Z,17918,722,29,[],UC7cs8q-gJRlGwj4A8OmCmXg,58
QR8kxf925IQ,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-07-31T14:45:09Z,3457,151,13,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,4211
klKWFqsqFeI,Handling Missing Data in R | R for Data Analytics Series,2025-07-29T12:01:31Z,2087,59,7,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,790
XIWe4vCtHcY,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-07-24T14:06:55Z,3828,141,6,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,3848
PqCp1f0RIaU,Don’t jump into Power BI first,2025-07-23T12:47:30Z,107904,3116,49,[],UC7cs8q-gJRlGwj4A8OmCmXg,48
0B-lz9VQkYs,Grouping and Aggregating Data in R | R for Data Analytics Series,2025-07-22T12:00:02Z,2199,43,5,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,497
_YG8b1g-QJA,Getting Buy-in is a very difficult skill to learn,2025-07-18T12:11:49Z,6645,207,5,[],UC7cs8q-gJRlGwj4A8OmCmXg,51
UT_hTGge_wc,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-07-17T14:41:40Z,4595,201,14,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,4969
A42T_b0gwF4,Filtering and Ordering Data in R | R for Data Analytics Series,2025-07-15T12:00:18Z,2813,69,6,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,827
8NfozskpBtY,If I got hired today here’s exactly what I would do!,2025-07-11T11:34:46Z,13567,706,10,[],UC7cs8q-gJRlGwj4A8OmCmXg,73
lpK71OwmG0s,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-07-10T14:21:00Z,5424,240,19,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,4578
QC1Jased-PA,Reading and Writing Files in R | R for Data Analytics Series,2025-07-08T12:00:56Z,2343,68,6,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,620
O5nQKzBb0oc,Operators in R | R for Data Analytics Series,2025-07-01T12:00:58Z,4322,96,8,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,708
73S2SJSTgQU,"Basics of R | Environment, Variables, Data Types | R for Data Analytics Series",2025-06-24T12:00:13Z,8914,128,9,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,689
TsnGd6p9oTk,Installing R and R Studio | R for Data Analytics Series,2025-06-17T12:00:48Z,11229,228,14,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,359
DsI1vG-kXR8,Best Resources to Learn Data Analytics in 2025,2025-06-10T12:00:19Z,24747,1001,45,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,407
4lhPHhPkVLM,Best Resources to Learn Data Visualization in 2025,2025-06-03T12:00:19Z,13274,373,30,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,268
dkU5n0G7FRQ,Best Resources to Learn Excel in 2025,2025-05-27T12:01:27Z,16148,745,16,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,289
kagUDLvrcZ8,Best Resources to Learn Python in 2025,2025-05-20T12:01:32Z,23074,832,49,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,309
P5uJYPjUtlc,Best Resources to Learn SQL in 2025,2025-05-13T12:00:49Z,28173,982,35,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,371
dStNNjOKML4,How to Practice for General Technical Interviews | Analyst Builder,2025-05-06T12:01:11Z,5057,182,18,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,621
OQM9x6E3ojo,How to Lie with Data | Biased Data Collection,2025-04-29T12:00:46Z,3462,105,12,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,262
z39SB95JbDo,How to Lie with Data | Correlations,2025-04-22T12:01:50Z,3475,130,16,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,213
W5CQb7klLCs,How to Lie with Data | Cherry Picking Data,2025-04-15T12:00:53Z,3883,161,8,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,252
xb5-UX-jYw0,How to Lie with Data | Averages,2025-04-08T12:01:32Z,4359,226,15,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,407
V3ouFOBQP0k,How to Lie with Data | Percentages and Baseline Numbers,2025-04-01T12:00:46Z,4620,226,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,318
oi9W142ELN0,1 Million YouTube Play Button Unboxing!,2025-03-25T12:01:10Z,3323,246,80,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,460
5n52mlp9Ym0,Maven Analytics + Analyst Builder Lifetime Access (Ends March 31st),2025-03-24T12:00:07Z,9131,258,41,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,315
hgp91KvbJV4,How to Lie with Data | Misleading Graphs,2025-03-18T12:01:07Z,5891,291,22,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,326
1ql4kNv0_qY,Where to find the Best Healthcare Data,2025-03-11T12:00:02Z,8813,454,24,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,471
r5512UY3MTc,1 Million Subscriber Livestream!! Giveaways + Chat,2025-03-05T17:07:10Z,10340,670,68,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,6014
XuOcmjIbFGg,"Taking a look at Real Healthcare Data | ICD11, CPT, HCPCS, Claims",2025-03-04T13:00:44Z,10507,473,32,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,916
Ka2mDrKEAhg,How to Become a Healthcare Analyst in 2025,2025-02-25T13:00:21Z,34280,1638,167,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,1072
k8nBWL6K884,What is Healthcare Analytics?,2025-02-18T13:01:11Z,32874,1502,88,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,656
WpX2F2BS3Qc,What is Data Cleaning? | Data Fundamentals for Beginners,2025-02-11T13:00:47Z,36855,1136,28,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,424
cd_jj0IRmaA,What is Data Collection? | Data Fundamentals for Beginners,2025-02-04T13:00:52Z,18659,655,16,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,283
OcG0B4ny1cE,What are File Types? | Data Fundamentals for Beginners,2025-01-28T13:00:34Z,12336,421,9,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,387
hXpt8zj_ajc,What are Data Types? | Data Fundamentals for Beginners,2025-01-21T13:00:55Z,13476,488,18,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,294
ItZlTixh6Bs,What are KPIs and Metrics? | Data Fundamental for Beginners,2025-01-14T13:00:34Z,25057,1101,34,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,346
PEWMgtu-1e4,What is Data? | Data Fundamentals for Beginners,2025-01-07T13:00:35Z,24618,957,38,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,416
hCmEfxy-BXg,Is Big Tech Overrated in 2025? | Alex The Analyst Show Episode 28,2024-12-31T13:01:01Z,8974,306,68,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,2092
TtCBz1lutsY,Most Commonly Asked Questions by Aspiring Data Analysts,2024-12-24T13:00:39Z,15688,748,36,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,718
Ihmq-qeA5Pc,My Career Progression 7+ Years | Recreational Therapist to Data Analyst | Alex The Analyst Show 27,2024-12-17T13:30:12Z,8839,385,127,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,2237
wQQR60KtnFY,"Ultimate Data Analyst Bootcamp [24 Hours!] for FREE | SQL, Excel, Tableau, Power BI, Python, Azure",2024-12-10T05:00:49Z,772645,30226,999,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data analyst bootcamp', 'free data analyst bootcamp', 'data bootcamp', 'sql bootcamp', 'python bootcamp', 'excel bootcamp', 'bootcamp']",UC7cs8q-gJRlGwj4A8OmCmXg,84768
oHte3qFa-oY,"Learn AWS for Analytics in Under 2 Hours | S3, Athena, Glue, Glue DataBrew, Quicksight",2024-12-03T13:00:56Z,29569,794,41,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,6097
P7p2OZj9ewU,"Learn Azure for Analytics in Under 90 Minutes | Azure Synapse Analytics, SQL Databases, ADF + More",2024-11-26T13:00:27Z,18243,437,24,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,4637
I0vQ_VLZTWg,"Learn Power BI in Under 3 Hours | Formatting, Visualizations, Dashboards + Full Project",2024-11-19T13:00:31Z,464001,7634,245,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,7518
tnz72ywhCoo,Coding with R and AI Now on Analyst Builder!,2024-11-12T13:01:10Z,6288,185,16,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,501
j8FSP8XuFyk,"Learn Tableau in Under 2 hours | Dashboards, Relationships, Visualizations + Mini Project",2024-11-05T13:01:16Z,198671,3452,104,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,5410
zXnQNytHCPM,"Learn Excel in Under 3 Hours | Pivot Tables, Lookups, Data Cleaning",2024-10-29T12:01:19Z,92323,2164,87,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,9516
osA1QpBcxRs,Nobody cares... so just do it!,2024-10-24T12:17:57Z,22146,2054,61,[],UC7cs8q-gJRlGwj4A8OmCmXg,36
Mdq1WWSdUtw,"Learn Pandas in Under 3 Hours | Filtering, Joins, Indexing, Data Cleaning, Visualizations",2024-10-22T12:00:28Z,94720,2180,59,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,9607
CZt2BUpgjgw,Free Data Analyst Bootcamp 2024,2024-10-17T11:52:50Z,16179,1183,43,[],UC7cs8q-gJRlGwj4A8OmCmXg,31
t1fQBD4B7xk,"Learn Python in Under 3 Hours | Variables, For Loops, Web Scraping + Full Project",2024-10-15T12:01:10Z,55337,1442,51,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,9121
OT1RErkfLNQ,Learn SQL Beginner to Advanced in Under 4 Hours,2024-10-08T12:00:27Z,983877,19904,752,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,14698
rxyLC247h6E,AWS Quicksight | AWS Essentials,2024-10-01T12:00:58Z,28372,400,13,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,730
AycpRKyRagE,AWS Glue DataBrew and Glue | AWS Essentials,2024-09-24T12:00:16Z,11419,186,12,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'aws glue', 'aws glue databrew', 'glue', 'glue aws', 'glue tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,2732
K2GfrERtliU,Amazon Athena in AWS | AWS Fundamentals,2024-09-17T12:00:24Z,17909,311,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'aws athena', 'athena', 'athena tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,1473
xmVyaT-RuVo,Alex Freberg and Ben Rogojan Livestream | Everything Data Analytics and Data Engineering,2024-09-11T03:20:13Z,6037,198,8,[],UC7cs8q-gJRlGwj4A8OmCmXg,4516
amb9bciHGSI,Landing a Data Job Course on Analyst Builder,2024-09-03T12:00:05Z,24056,827,96,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,500
hgaVi4sOHkM,S3 Storage in AWS | AWS Essentials,2024-08-27T12:00:47Z,13281,235,14,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 's3', 's3 buckets', 's3 tutorial', 'tutorial for s3', 's3 bucket tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,878
YSjbGET6R1A,AWS Setup and UI Walkthough | AWS,2024-08-20T12:00:41Z,15530,324,14,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'aws setup', 'aws account', 'how to setup aws', 'aws ui', 'aws ui walkthrough']",UC7cs8q-gJRlGwj4A8OmCmXg,441
vDVcXXfc9e8,Getting Started in Azure Synapse Analytics | Azure Fundamentals,2024-08-13T12:01:05Z,33411,454,15,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'azure', 'azure synapse', 'azure synapse analytics', 'synapse analytics tutorials', 'azure synapse tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,1177
Vg6ys_JvXzg,August Q/A Livestream! Come Ask Me Anything!,2024-08-09T15:17:26Z,5348,223,18,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,5904
sge9qTf8GdY,Getting Started in Azure Data Factory | Azure Fundamentals,2024-08-06T12:00:57Z,43816,672,36,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'azure', 'azure data factory', 'azure data factory tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,1471
9ur0OpMADuM,How to use Azure SQL Databases | Azure Fundamentals,2024-07-30T12:00:10Z,48736,826,30,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'azure', 'azure sql databases', 'sql databases in azure']",UC7cs8q-gJRlGwj4A8OmCmXg,826
UTMuL_86gSQ,Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!,2024-07-25T12:00:34Z,59453,1661,165,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,367
sEImMaovc1Q,Blob Storage and Storage Accounts in Azure | Azure Fundamentals,2024-07-23T12:01:00Z,16938,311,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'azure storage accounts', 'azure storage', 'azure', 'azure storing data']",UC7cs8q-gJRlGwj4A8OmCmXg,941
ZYps6TmBkWk,Azure Account Setup + $200 Free Credits | Azure Fundamentals,2024-07-16T12:00:38Z,28251,554,31,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'azure', 'azure setup', 'azure ui', 'azure walkthrough']",UC7cs8q-gJRlGwj4A8OmCmXg,397
zv1nfZTYpio,Building a Fully Interactive Web App using Shiny for Python,2024-07-09T12:01:07Z,16384,392,24,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'shiny project', 'shiny full project', 'shiny tutorial']",UC7cs8q-gJRlGwj4A8OmCmXg,3592
rn0dSsYXhIE,Shiny for Python Components and Layouts | Customizing You Web App,2024-07-02T12:01:00Z,6355,175,13,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'shiny', 'shiny components', 'shiny layouts', 'shiny tutorials']",UC7cs8q-gJRlGwj4A8OmCmXg,1448
siHou7lObbo,Shiny for Python Setup and Install | Deploying First Shiny App,2024-06-25T12:00:53Z,15102,359,40,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'shiny', 'shiny for python', 'python shiny', 'shiny for python setup', 'shiny setup']",UC7cs8q-gJRlGwj4A8OmCmXg,864
wJiJXD7MVoY,Is the Economy on the Brink of a Recession? | Let's Look at the Data!,2024-06-18T12:00:06Z,13798,813,134,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'economy', 'economic data', 'how is the economy doing', 'economy data', 'data about economy', 'will economy get better', 'will economy get worse']",UC7cs8q-gJRlGwj4A8OmCmXg,1279
BzwAZ1k3WEY,Top 5 Most Common Excel Functions in Excel,2024-06-11T12:00:10Z,9430,391,9,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,1007
5q2u8__sVhs,5 Awesome Excel Functions You've Probably Never Heard Of,2024-06-04T12:00:09Z,6698,240,17,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,844
UJbNEH0_nGY,How to Create Custom Functions in Excel | Lambda Functions,2024-05-28T12:00:23Z,8054,243,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,994
oz2K4HUNMW4,Top 5 Most Popular Functions In Microsoft Excel,2024-05-21T12:00:53Z,16859,459,28,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Excel', 'Microsoft Excel', 'Functions in excel']",UC7cs8q-gJRlGwj4A8OmCmXg,992
Y-4ri9QjsTI,Infrastructure of Analyst Builder | Entire Tech Stack | Part 3,2024-05-14T12:00:28Z,6206,92,10,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,2740
F5v2dRYU5IA,2 Hour Data Analyst Interview Masterclass | Interview Better Than The Competition,2024-05-07T15:16:53Z,118806,3659,87,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",UC7cs8q-gJRlGwj4A8OmCmXg,7480
_R6K1aNtKpE,Challenges of Creating Analyst Builder | Challenges of a Startup | Part 2,2024-05-07T12:00:30Z,2584,65,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,2707
5tKmTdvEAVk,How We Started Analyst Builder | How We Created It | Part 1,2024-04-30T12:00:07Z,6844,215,35,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",UC7cs8q-gJRlGwj4A8OmCmXg,1367
